invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax,total,cost_of_goods_sold,gross_margin_pct,gross_income,payment,date,time,day_of_week,month,rating,discount_pct,membership_years,customer_age
INV-420701,C,Bangalore,Member,Male,Electronics,1074.61,6,322.38,6770.04,6447.66,0.05,338.5,UPI,2023-02-18,21:48,Saturday,February,8,1.1,11,47
INV-236554,B,Mumbai,Member,Female,Clothing,1727.36,5,431.84,9068.64,8636.8,0.05,453.43,Cash,2023-09-02,08:41,Saturday,September,6,27.95,8,38
INV-135634,C,Bangalore,Normal,Male,Clothing,481.11,9,216.5,4546.49,4329.99,0.05,227.32,UPI,2023-01-17,15:20,Tuesday,January,7,17.24,6,27
INV-292512,A,Mumbai,Normal,Female,Clothing,3393.33,3,509.0,10688.99,10179.99,0.05,534.45,Credit Card,2023-11-29,21:44,Wednesday,November,8,12.65,11,22
INV-515648,C,Mumbai,Member,Female,Electronics,4542.67,5,1135.67,23849.02,22713.35,0.05,1192.45,UPI,2023-04-19,19:47,Wednesday,April,7,28.62,4,22
INV-952694,C,Bangalore,Member,Female,Clothing,4321.26,7,1512.44,31761.26,30248.82,0.05,1588.06,Cash,2023-06-07,20:46,Wednesday,June,1,18.11,1,32
INV-853298,A,Bangalore,Normal,Female,Home Appliances,616.71,1,30.84,647.55,616.71,0.05,32.38,Credit Card,2023-05-07,11:17,Sunday,May,8,22.54,0,26
INV-544865,B,Mumbai,Normal,Female,Cosmetics,446.89,9,201.1,4223.11,4022.0099999999998,0.05,211.16,UPI,2023-09-15,20:40,Friday,September,3,17.81,9,28
INV-801979,B,Delhi,Normal,Female,Cosmetics,3198.68,6,959.6,20151.68,19192.079999999998,0.05,1007.58,Credit Card,2023-07-20,16:38,Thursday,July,3,21.72,10,16
INV-349768,A,Mumbai,Member,Male,Sports,2673.46,3,401.02,8421.4,8020.38,0.05,421.07,Cash,2023-12-16,15:01,Saturday,December,3,13.47,6,59
INV-743294,B,Mumbai,Member,Female,Cosmetics,2026.88,5,506.72,10641.12,10134.400000000001,0.05,532.06,UPI,2023-08-01,21:48,Tuesday,August,9,21.88,8,52
INV-594178,B,Bangalore,Normal,Female,Clothing,4235.74,6,1270.72,26685.16,25414.44,0.05,1334.26,Cash,2023-04-17,09:35,Monday,April,7,16.28,5,44
INV-703291,C,Mumbai,Normal,Male,Home Appliances,2259.78,2,225.98,4745.54,4519.56,0.05,237.28,Cash,2023-10-15,10:02,Sunday,October,9,12.93,7,25
INV-841280,B,Delhi,Normal,Female,Sports,2931.88,9,1319.35,27706.27,26386.920000000002,0.05,1385.31,Credit Card,2023-04-28,11:59,Friday,April,8,11.24,7,42
INV-577742,B,Delhi,Member,Male,Electronics,2181.12,4,436.22,9160.7,8724.48,0.05,458.04,Credit Card,2023-02-25,08:00,Saturday,February,4,10.19,9,32
INV-494145,B,Delhi,Member,Male,Clothing,3202.67,1,160.13,3362.8,3202.67,0.05,168.14,UPI,2023-10-21,12:07,Saturday,October,4,17.41,5,15
INV-928791,B,Delhi,Normal,Male,Home Appliances,571.03,1,28.55,599.58,571.03,0.05,29.98,UPI,2023-12-31,09:04,Sunday,December,8,15.16,10,59
INV-832722,C,Bangalore,Normal,Female,Clothing,1951.82,6,585.55,12296.47,11710.92,0.05,614.82,Cash,2023-12-29,18:41,Friday,December,2,9.4,12,29
INV-565065,C,Bangalore,Member,Female,Home Appliances,2464.86,5,616.22,12940.52,12324.300000000001,0.05,647.03,UPI,2023-05-02,20:36,Tuesday,May,5,14.22,5,18
INV-950350,C,Bangalore,Normal,Male,Electronics,4974.55,9,2238.55,47009.5,44770.950000000004,0.05,2350.47,Credit Card,2023-10-12,20:58,Thursday,October,4,0.93,5,18
INV-632844,B,Delhi,Normal,Male,Cosmetics,4901.54,9,2205.69,46319.55,44113.86,0.05,2315.98,UPI,2023-11-01,20:33,Wednesday,November,6,7.41,6,17
INV-799309,B,Delhi,Member,Female,Sports,1546.55,3,231.98,4871.63,4639.65,0.05,243.58,Cash,2023-09-07,08:20,Thursday,September,5,28.99,6,18
INV-158478,C,Mumbai,Normal,Male,Cosmetics,1769.02,8,707.61,14859.77,14152.16,0.05,742.99,UPI,2023-05-05,10:12,Friday,May,2,14.67,2,31
INV-275767,C,Delhi,Member,Female,Clothing,3686.16,2,368.62,7740.94,7372.32,0.05,387.05,Credit Card,2023-04-14,13:56,Friday,April,3,6.04,4,22
INV-306846,B,Bangalore,Member,Male,Groceries,245.32,1,12.27,257.59,245.32,0.05,12.88,UPI,2023-04-11,11:53,Tuesday,April,5,17.97,5,59
INV-126086,A,Bangalore,Normal,Male,Electronics,2319.41,6,695.82,14612.28,13916.46,0.05,730.61,Cash,2023-05-29,13:10,Monday,May,5,23.83,3,55
INV-989497,B,Mumbai,Normal,Female,Sports,4391.6,6,1317.48,27667.08,26349.600000000002,0.05,1383.35,Cash,2023-01-17,10:18,Tuesday,January,4,25.91,14,50
INV-282170,B,Bangalore,Normal,Male,Cosmetics,1464.63,1,73.23,1537.86,1464.63,0.05,76.89,Credit Card,2023-08-04,14:14,Friday,August,9,10.87,0,28
INV-808770,A,Bangalore,Normal,Male,Clothing,2307.1,3,346.06,7267.36,6921.299999999999,0.05,363.37,Credit Card,2023-06-24,11:06,Saturday,June,9,1.78,12,31
INV-664798,B,Bangalore,Normal,Female,Clothing,3218.98,1,160.95,3379.93,3218.98,0.05,169.0,Cash,2023-12-18,15:18,Monday,December,6,7.68,4,27
INV-349877,B,Bangalore,Member,Male,Electronics,4859.09,7,1700.68,35714.31,34013.630000000005,0.05,1785.72,Cash,2023-07-27,09:31,Thursday,July,6,21.68,5,24
INV-939319,A,Delhi,Normal,Female,Home Appliances,715.45,5,178.86,3756.11,3577.25,0.05,187.81,UPI,2023-07-23,09:40,Sunday,July,3,6.32,8,44
INV-898022,C,Delhi,Normal,Male,Groceries,93.87,3,14.08,295.69,281.61,0.05,14.78,Cash,2023-09-21,17:48,Thursday,September,7,1.32,3,39
INV-632356,C,Delhi,Normal,Female,Electronics,3182.89,5,795.72,16710.17,15914.449999999999,0.05,835.51,Cash,2023-05-21,15:07,Sunday,May,9,22.98,3,49
INV-154189,A,Bangalore,Normal,Male,Electronics,3087.34,8,1234.94,25933.66,24698.72,0.05,1296.68,Credit Card,2023-01-23,16:33,Monday,January,4,12.21,5,25
INV-110207,B,Mumbai,Normal,Male,Electronics,1776.66,3,266.5,5596.48,5329.9800000000005,0.05,279.82,Cash,2023-07-07,20:44,Friday,July,2,0.18,2,52
INV-451977,A,Mumbai,Member,Male,Home Appliances,1532.85,8,613.14,12875.94,12262.8,0.05,643.8,UPI,2023-05-25,14:33,Thursday,May,6,1.51,1,40
INV-248694,B,Delhi,Normal,Female,Cosmetics,2044.22,2,204.42,4292.86,4088.44,0.05,214.64,UPI,2023-10-22,10:07,Sunday,October,8,12.15,10,43
INV-253245,B,Mumbai,Member,Male,Cosmetics,2937.12,7,1027.99,21587.83,20559.84,0.05,1079.39,Cash,2023-11-17,08:40,Friday,November,5,1.01,2,33
INV-762550,C,Bangalore,Member,Male,Clothing,3256.7,6,977.01,20517.21,19540.199999999997,0.05,1025.86,Credit Card,2023-01-31,08:54,Tuesday,January,4,18.74,3,34
INV-146101,A,Mumbai,Normal,Male,Electronics,3428.96,2,342.9,7200.82,6857.92,0.05,360.04,Credit Card,2023-02-22,15:14,Wednesday,February,4,4.29,6,22
INV-800769,B,Delhi,Normal,Male,Cosmetics,1393.48,7,487.72,10242.08,9754.36,0.05,512.1,Cash,2023-10-17,09:55,Tuesday,October,9,22.46,14,45
INV-914422,B,Bangalore,Normal,Male,Sports,985.75,2,98.58,2070.08,1971.5,0.05,103.5,Cash,2023-04-06,13:37,Thursday,April,8,25.18,8,20
INV-468266,B,Bangalore,Member,Female,Home Appliances,1271.78,9,572.3,12018.32,11446.02,0.05,600.92,Cash,2023-11-16,20:27,Thursday,November,9,10.81,2,23
INV-584146,C,Bangalore,Member,Female,Electronics,4221.42,4,844.28,17729.96,16885.68,0.05,886.5,UPI,2023-04-10,09:14,Monday,April,3,27.3,7,26
INV-855612,C,Delhi,Normal,Male,Cosmetics,3391.94,1,169.6,3561.54,3391.94,0.05,178.08,UPI,2023-07-05,14:25,Wednesday,July,1,27.91,8,24
INV-611511,A,Delhi,Normal,Female,Sports,738.62,5,184.66,3877.76,3693.1,0.05,193.89,UPI,2023-08-23,20:36,Wednesday,August,1,20.28,8,44
INV-487881,A,Bangalore,Member,Male,Groceries,1381.39,4,276.28,5801.84,5525.56,0.05,290.09,Cash,2023-07-30,19:36,Sunday,July,1,10.8,6,42
INV-223106,A,Delhi,Member,Female,Groceries,4335.81,3,650.37,13657.8,13007.43,0.05,682.89,Credit Card,2023-10-30,09:13,Monday,October,9,1.57,8,27
INV-391464,A,Mumbai,Member,Female,Clothing,2111.7,4,422.34,8869.14,8446.8,0.05,443.46,UPI,2023-01-31,09:15,Tuesday,January,9,26.09,5,36
INV-972328,C,Delhi,Member,Female,Electronics,1117.92,7,391.27,8216.71,7825.4400000000005,0.05,410.84,Credit Card,2023-06-22,20:33,Thursday,June,8,27.92,3,32
INV-686549,B,Delhi,Normal,Female,Groceries,3698.63,6,1109.59,23301.37,22191.78,0.05,1165.07,Credit Card,2023-05-29,19:39,Monday,May,6,17.38,4,57
INV-549076,A,Delhi,Member,Female,Electronics,1870.54,9,841.74,17676.6,16834.86,0.05,883.83,UPI,2023-02-18,13:53,Saturday,February,5,20.64,12,51
INV-394025,B,Delhi,Normal,Female,Home Appliances,4559.79,2,455.98,9575.56,9119.58,0.05,478.78,Credit Card,2023-12-03,11:13,Sunday,December,3,14.79,14,52
INV-983096,A,Mumbai,Member,Male,Home Appliances,2678.14,6,803.44,16872.28,16068.84,0.05,843.61,Credit Card,2023-01-24,20:42,Tuesday,January,4,1.25,9,52
INV-832763,C,Bangalore,Normal,Female,Home Appliances,3823.43,7,1338.2,28102.21,26764.01,0.05,1405.11,Cash,2023-06-05,08:39,Monday,June,6,0.51,10,61
INV-392575,A,Mumbai,Normal,Female,Clothing,4045.42,2,404.54,8495.38,8090.84,0.05,424.77,Cash,2023-05-14,14:31,Sunday,May,5,10.25,6,21
INV-284626,A,Mumbai,Normal,Male,Groceries,1773.07,5,443.27,9308.62,8865.35,0.05,465.43,UPI,2023-05-15,11:46,Monday,May,9,16.41,7,47
INV-878883,B,Delhi,Member,Female,Groceries,3050.43,8,1220.17,25623.61,24403.44,0.05,1281.18,UPI,2023-02-14,13:58,Tuesday,February,8,1.97,8,43
INV-518184,C,Mumbai,Normal,Male,Sports,1270.69,7,444.74,9339.57,8894.83,0.05,466.98,UPI,2023-08-06,11:25,Sunday,August,7,23.56,3,64
INV-277241,B,Delhi,Normal,Female,Clothing,3240.73,6,972.22,20416.6,19444.38,0.05,1020.83,Cash,2023-08-21,08:58,Monday,August,7,4.22,9,39
INV-811111,A,Bangalore,Normal,Male,Electronics,3917.54,3,587.63,12340.25,11752.619999999999,0.05,617.01,Credit Card,2023-09-24,20:52,Sunday,September,8,27.19,14,42
INV-648277,A,Delhi,Member,Female,Electronics,3231.95,1,161.6,3393.55,3231.95,0.05,169.68,UPI,2023-02-18,11:37,Saturday,February,9,26.7,8,60
INV-213000,B,Delhi,Normal,Female,Clothing,357.91,1,17.9,375.81,357.91,0.05,18.79,Credit Card,2023-01-05,11:51,Thursday,January,8,4.03,1,52
INV-295877,A,Delhi,Normal,Male,Electronics,2671.82,5,667.96,14027.06,13359.1,0.05,701.35,UPI,2023-02-15,12:05,Wednesday,February,6,22.83,13,24
INV-963659,A,Delhi,Normal,Female,Electronics,942.52,3,141.38,2968.94,2827.56,0.05,148.45,UPI,2023-01-06,20:07,Friday,January,1,4.11,10,27
INV-912283,C,Mumbai,Member,Male,Electronics,2659.8,6,797.94,16756.74,15958.800000000001,0.05,837.84,Credit Card,2023-06-18,11:34,Sunday,June,8,21.35,9,26
INV-458710,B,Bangalore,Normal,Male,Cosmetics,1334.73,9,600.63,12613.2,12012.57,0.05,630.66,Credit Card,2023-10-01,10:22,Sunday,October,6,18.67,9,20
INV-396208,C,Mumbai,Normal,Male,Cosmetics,991.03,3,148.65,3121.74,2973.09,0.05,156.09,UPI,2023-10-12,18:33,Thursday,October,5,28.59,1,22
INV-556285,C,Mumbai,Member,Female,Groceries,850.27,8,340.11,7142.27,6802.16,0.05,357.11,UPI,2023-12-18,11:46,Monday,December,1,13.75,0,34
INV-702248,B,Mumbai,Member,Female,Clothing,2847.17,6,854.15,17937.17,17083.02,0.05,896.86,UPI,2023-04-03,13:43,Monday,April,5,0.27,4,42
INV-760327,A,Mumbai,Normal,Female,Cosmetics,4634.66,5,1158.66,24331.96,23173.3,0.05,1216.6,Cash,2023-08-04,17:59,Friday,August,2,15.44,10,36
INV-445740,B,Mumbai,Member,Male,Electronics,2172.08,9,977.44,20526.16,19548.72,0.05,1026.31,Cash,2023-12-15,10:43,Friday,December,4,8.67,7,41
INV-546790,B,Mumbai,Normal,Male,Clothing,4776.49,1,238.82,5015.31,4776.49,0.05,250.77,Credit Card,2023-06-09,16:28,Friday,June,1,19.06,3,44
INV-905581,A,Delhi,Normal,Female,Electronics,4596.21,1,229.81,4826.02,4596.21,0.05,241.3,UPI,2023-12-25,18:25,Monday,December,1,23.63,3,43
INV-687520,A,Delhi,Normal,Female,Groceries,2842.17,2,284.22,5968.56,5684.34,0.05,298.43,Credit Card,2023-11-20,08:49,Monday,November,4,3.05,9,25
INV-405505,B,Bangalore,Normal,Female,Groceries,3771.27,5,942.82,19799.17,18856.35,0.05,989.96,Credit Card,2023-07-12,08:21,Wednesday,July,8,8.47,12,18
INV-357906,A,Mumbai,Normal,Male,Electronics,2929.03,8,1171.61,24603.85,23432.24,0.05,1230.19,Credit Card,2023-05-29,10:11,Monday,May,3,4.31,6,61
INV-495395,C,Delhi,Member,Female,Groceries,4523.6,8,1809.44,37998.24,36188.8,0.05,1899.91,Credit Card,2023-05-13,12:13,Saturday,May,7,14.29,14,64
INV-313606,A,Mumbai,Normal,Female,Electronics,1063.17,8,425.27,8930.63,8505.36,0.05,446.53,Cash,2023-02-10,10:47,Friday,February,9,10.93,9,29
INV-669383,B,Bangalore,Member,Male,Sports,4403.51,1,220.18,4623.69,4403.51,0.05,231.18,Cash,2023-07-14,15:26,Friday,July,4,20.81,7,38
INV-237686,B,Delhi,Member,Male,Sports,3290.52,3,493.58,10365.14,9871.56,0.05,518.26,Cash,2023-10-17,16:48,Tuesday,October,5,8.47,6,59
INV-525468,C,Mumbai,Member,Male,Home Appliances,235.98,5,58.99,1238.89,1179.8999999999999,0.05,61.94,Credit Card,2023-11-14,16:56,Tuesday,November,9,1.84,5,51
INV-924834,C,Mumbai,Normal,Female,Sports,3629.48,8,1451.79,30487.63,29035.84,0.05,1524.38,Credit Card,2023-04-13,13:20,Thursday,April,3,1.56,3,42
INV-253484,C,Delhi,Member,Female,Groceries,1584.92,3,237.74,4992.5,4754.76,0.05,249.62,UPI,2023-08-27,16:04,Sunday,August,7,18.29,13,51
INV-463898,A,Bangalore,Member,Female,Groceries,3577.48,3,536.62,11269.06,10732.44,0.05,563.45,Credit Card,2023-07-25,16:47,Tuesday,July,6,12.17,7,36
INV-372158,C,Mumbai,Normal,Female,Electronics,1996.32,5,499.08,10480.68,9981.6,0.05,524.03,Cash,2023-08-29,18:54,Tuesday,August,2,23.42,8,31
INV-843859,A,Delhi,Member,Female,Clothing,4763.5,6,1429.05,30010.05,28581.0,0.05,1500.5,Credit Card,2023-09-30,11:47,Saturday,September,9,3.9,4,52
INV-372872,A,Delhi,Normal,Female,Clothing,3914.62,9,1761.58,36993.16,35231.58,0.05,1849.66,UPI,2023-02-20,11:16,Monday,February,8,4.77,14,46
INV-657564,B,Bangalore,Normal,Female,Clothing,536.26,6,160.88,3378.44,3217.56,0.05,168.92,Cash,2023-01-01,14:57,Sunday,January,9,8.22,10,55
INV-528276,C,Mumbai,Member,Female,Electronics,1016.44,6,304.93,6403.57,6098.64,0.05,320.18,Credit Card,2023-09-19,11:51,Tuesday,September,3,3.57,0,26
INV-729698,A,Delhi,Normal,Male,Groceries,3371.72,7,1180.1,24782.14,23602.039999999997,0.05,1239.11,Cash,2023-07-11,08:16,Tuesday,July,4,23.59,3,32
INV-281517,B,Mumbai,Member,Female,Cosmetics,129.51,4,25.9,543.94,518.04,0.05,27.2,Cash,2023-03-19,17:32,Sunday,March,2,13.13,3,38
INV-773984,A,Bangalore,Normal,Female,Clothing,3539.11,3,530.87,11148.2,10617.33,0.05,557.41,UPI,2023-06-17,10:52,Saturday,June,5,21.55,5,54
INV-629274,B,Delhi,Member,Male,Home Appliances,937.32,3,140.6,2952.56,2811.96,0.05,147.63,Credit Card,2023-05-27,19:15,Saturday,May,9,4.72,3,58
INV-317060,C,Delhi,Normal,Female,Electronics,1485.73,8,594.29,12480.13,11885.84,0.05,624.01,Credit Card,2023-01-22,10:56,Sunday,January,8,7.51,7,17
INV-940179,C,Mumbai,Normal,Male,Home Appliances,4260.87,7,1491.3,31317.39,29826.09,0.05,1565.87,Credit Card,2023-03-24,10:17,Friday,March,8,1.56,0,26
INV-872997,B,Mumbai,Normal,Female,Clothing,1473.78,5,368.44,7737.34,7368.9,0.05,386.87,Credit Card,2023-10-10,19:16,Tuesday,October,1,12.92,11,28
INV-742927,C,Bangalore,Member,Male,Home Appliances,3047.25,8,1218.9,25596.9,24378.0,0.05,1279.85,UPI,2023-02-28,08:49,Tuesday,February,9,20.56,4,16
INV-496981,A,Bangalore,Normal,Male,Sports,1066.74,7,373.36,7840.54,7467.18,0.05,392.03,UPI,2023-10-16,20:19,Monday,October,7,18.97,13,37
INV-351671,C,Delhi,Member,Female,Sports,2120.75,6,636.23,13360.73,12724.5,0.05,668.04,UPI,2023-09-05,11:28,Tuesday,September,2,28.24,8,22
INV-195556,A,Bangalore,Normal,Male,Home Appliances,384.14,1,19.21,403.35,384.14,0.05,20.17,Credit Card,2023-11-18,13:57,Saturday,November,9,22.14,9,34
INV-159778,A,Bangalore,Normal,Female,Groceries,2142.51,1,107.13,2249.64,2142.51,0.05,112.48,Cash,2023-07-23,14:58,Sunday,July,2,14.49,1,38
INV-422854,A,Mumbai,Normal,Female,Sports,3300.94,6,990.28,20795.92,19805.64,0.05,1039.8,Cash,2023-06-03,18:54,Saturday,June,6,2.05,8,34
INV-868917,A,Delhi,Member,Male,Home Appliances,3015.27,4,603.05,12664.13,12061.08,0.05,633.21,Credit Card,2023-11-18,21:52,Saturday,November,3,11.2,10,24
INV-154330,C,Mumbai,Member,Male,Electronics,2280.9,6,684.27,14369.67,13685.400000000001,0.05,718.48,Cash,2023-08-21,18:35,Monday,August,2,25.98,0,33
INV-496210,C,Mumbai,Normal,Male,Sports,574.23,5,143.56,3014.71,2871.15,0.05,150.74,Credit Card,2023-03-20,18:21,Monday,March,5,6.08,5,50
INV-595916,A,Delhi,Normal,Male,Cosmetics,3520.64,9,1584.29,33270.05,31685.76,0.05,1663.5,Cash,2023-10-11,08:48,Wednesday,October,4,28.09,8,50
INV-375049,A,Delhi,Normal,Male,Electronics,4701.27,4,940.25,19745.33,18805.08,0.05,987.27,UPI,2023-03-14,20:45,Tuesday,March,6,29.31,0,24
INV-500890,B,Bangalore,Member,Male,Groceries,91.18,6,27.35,574.43,547.08,0.05,28.72,UPI,2023-06-27,10:51,Tuesday,June,5,27.44,11,61
INV-104138,B,Mumbai,Member,Male,Cosmetics,1330.62,9,598.78,12574.36,11975.579999999998,0.05,628.72,Cash,2023-09-05,19:16,Tuesday,September,9,20.12,1,34
INV-949375,B,Bangalore,Member,Female,Sports,1059.92,7,370.97,7790.41,7419.4400000000005,0.05,389.52,Credit Card,2023-09-02,14:46,Saturday,September,4,0.41,14,47
INV-634730,A,Mumbai,Member,Female,Home Appliances,1111.31,5,277.83,5834.38,5556.549999999999,0.05,291.72,UPI,2023-10-26,09:39,Thursday,October,2,21.98,9,47
INV-953329,A,Mumbai,Normal,Female,Clothing,3380.71,2,338.07,7099.49,6761.42,0.05,354.97,UPI,2023-04-04,14:09,Tuesday,April,6,11.5,3,27
INV-634391,B,Delhi,Member,Male,Home Appliances,3944.51,3,591.68,12425.21,11833.53,0.05,621.26,Credit Card,2023-12-24,08:54,Sunday,December,8,2.05,9,31
INV-334864,C,Bangalore,Member,Male,Cosmetics,4607.79,6,1382.34,29029.08,27646.739999999998,0.05,1451.45,Cash,2023-04-17,16:38,Monday,April,1,26.86,8,32
INV-497674,A,Bangalore,Member,Male,Home Appliances,3947.57,5,986.89,20724.74,19737.850000000002,0.05,1036.24,Cash,2023-09-15,20:57,Friday,September,6,12.83,3,64
INV-255489,B,Delhi,Member,Male,Home Appliances,3264.15,5,816.04,17136.79,16320.75,0.05,856.84,Cash,2023-12-01,19:17,Friday,December,6,23.55,9,27
INV-566755,B,Mumbai,Member,Female,Home Appliances,1540.18,7,539.06,11320.32,10781.26,0.05,566.02,Cash,2023-03-02,18:53,Thursday,March,1,22.93,13,52
INV-367247,A,Mumbai,Normal,Female,Home Appliances,3293.11,1,164.66,3457.77,3293.11,0.05,172.89,Cash,2023-04-12,13:20,Wednesday,April,5,23.6,11,35
INV-444866,A,Delhi,Member,Male,Cosmetics,3746.54,3,561.98,11801.6,11239.619999999999,0.05,590.08,Credit Card,2023-04-19,11:18,Wednesday,April,4,8.68,3,26
INV-944052,B,Bangalore,Normal,Male,Cosmetics,1287.29,8,514.92,10813.24,10298.32,0.05,540.66,UPI,2023-08-22,14:24,Tuesday,August,4,26.18,12,60
INV-181257,C,Bangalore,Member,Female,Sports,4573.25,5,1143.31,24009.56,22866.25,0.05,1200.48,Cash,2023-02-05,21:41,Sunday,February,7,6.95,0,35
INV-166197,A,Delhi,Normal,Female,Groceries,4522.61,6,1356.78,28492.44,27135.659999999996,0.05,1424.62,Cash,2023-04-19,10:38,Wednesday,April,9,25.76,9,37
INV-998332,A,Delhi,Normal,Female,Groceries,4197.65,7,1469.18,30852.73,29383.549999999996,0.05,1542.64,UPI,2023-11-09,13:08,Thursday,November,5,12.33,13,61
INV-747652,B,Mumbai,Member,Female,Clothing,2472.41,1,123.62,2596.03,2472.41,0.05,129.8,UPI,2023-09-04,15:20,Monday,September,6,23.68,13,36
INV-403602,C,Mumbai,Normal,Female,Clothing,2729.78,1,136.49,2866.27,2729.78,0.05,143.31,Cash,2023-05-06,18:31,Saturday,May,3,6.67,8,56
INV-407086,C,Delhi,Member,Male,Sports,3058.38,7,1070.43,22479.09,21408.66,0.05,1123.95,Credit Card,2023-09-04,13:18,Monday,September,8,18.49,12,23
INV-858761,A,Bangalore,Member,Male,Clothing,2108.09,1,105.4,2213.49,2108.09,0.05,110.67,UPI,2023-01-19,10:09,Thursday,January,1,6.11,1,27
INV-826448,C,Bangalore,Normal,Male,Groceries,4359.11,2,435.91,9154.13,8718.22,0.05,457.71,UPI,2023-04-03,20:47,Monday,April,5,3.52,12,53
INV-755129,B,Delhi,Normal,Male,Home Appliances,757.07,1,37.85,794.92,757.07,0.05,39.75,UPI,2023-03-12,20:04,Sunday,March,1,20.37,9,63
INV-663370,A,Delhi,Normal,Female,Cosmetics,4759.64,1,237.98,4997.62,4759.64,0.05,249.88,Cash,2023-08-29,21:16,Tuesday,August,9,20.2,2,29
INV-151831,A,Delhi,Normal,Male,Groceries,4433.82,9,1995.22,41899.6,39904.38,0.05,2094.98,UPI,2023-11-06,19:08,Monday,November,8,25.08,8,36
INV-333192,A,Mumbai,Member,Male,Home Appliances,4224.46,3,633.67,13307.05,12673.380000000001,0.05,665.35,UPI,2023-12-30,10:53,Saturday,December,7,13.54,2,33
INV-661693,A,Mumbai,Member,Female,Cosmetics,4282.12,3,642.32,13488.68,12846.36,0.05,674.43,Credit Card,2023-05-19,12:45,Friday,May,9,24.11,2,62
INV-455054,A,Bangalore,Member,Female,Groceries,1079.38,8,431.75,9066.79,8635.04,0.05,453.34,Credit Card,2023-01-22,13:11,Sunday,January,9,22.29,14,42
INV-892908,A,Bangalore,Normal,Male,Electronics,2750.65,1,137.53,2888.18,2750.65,0.05,144.41,UPI,2023-06-22,09:01,Thursday,June,6,13.0,12,56
INV-145095,C,Bangalore,Normal,Female,Sports,1639.75,3,245.96,5165.21,4919.25,0.05,258.26,Credit Card,2023-01-03,13:13,Tuesday,January,7,11.09,10,25
INV-901115,A,Bangalore,Member,Male,Clothing,3300.81,2,330.08,6931.7,6601.62,0.05,346.59,Credit Card,2023-03-03,08:08,Friday,March,2,23.18,14,62
INV-431119,A,Bangalore,Normal,Female,Home Appliances,378.99,8,151.6,3183.52,3031.92,0.05,159.18,Cash,2023-07-20,17:57,Thursday,July,7,20.32,3,31
INV-725210,B,Bangalore,Member,Male,Electronics,122.41,3,18.36,385.59,367.23,0.05,19.28,Cash,2023-07-11,19:28,Tuesday,July,7,19.87,14,42
INV-443615,B,Bangalore,Member,Male,Electronics,1984.24,1,99.21,2083.45,1984.24,0.05,104.17,UPI,2023-08-03,10:20,Thursday,August,4,25.58,4,36
INV-555738,B,Delhi,Member,Female,Electronics,3803.42,6,1141.03,23961.55,22820.52,0.05,1198.08,UPI,2023-01-16,15:39,Monday,January,9,7.25,10,16
INV-149522,A,Mumbai,Normal,Female,Clothing,2153.01,1,107.65,2260.66,2153.01,0.05,113.03,UPI,2023-08-06,09:49,Sunday,August,7,19.79,0,52
INV-909020,A,Bangalore,Normal,Male,Electronics,2689.59,3,403.44,8472.21,8068.77,0.05,423.61,UPI,2023-06-15,10:29,Thursday,June,1,15.86,11,35
INV-869460,A,Mumbai,Normal,Female,Clothing,3488.47,4,697.69,14651.57,13953.88,0.05,732.58,UPI,2023-10-05,17:38,Thursday,October,4,13.85,6,20
INV-915495,B,Bangalore,Member,Female,Clothing,3944.21,5,986.05,20707.1,19721.05,0.05,1035.36,UPI,2023-12-06,19:32,Wednesday,December,1,13.92,5,20
INV-791319,B,Bangalore,Member,Female,Groceries,2105.44,3,315.82,6632.14,6316.32,0.05,331.61,Cash,2023-03-20,12:59,Monday,March,2,23.51,8,60
INV-374535,A,Mumbai,Normal,Male,Groceries,4446.19,8,1778.48,37348.0,35569.52,0.05,1867.4,Cash,2023-09-12,20:06,Tuesday,September,6,2.83,7,25
INV-175403,B,Delhi,Member,Male,Home Appliances,4072.93,6,1221.88,25659.46,24437.579999999998,0.05,1282.97,Cash,2023-06-25,18:19,Sunday,June,3,29.93,2,45
INV-423258,A,Delhi,Normal,Female,Cosmetics,249.74,1,12.49,262.23,249.74,0.05,13.11,Cash,2023-10-18,11:10,Wednesday,October,5,23.51,10,44
INV-357438,B,Bangalore,Normal,Female,Sports,1598.25,5,399.56,8390.81,7991.25,0.05,419.54,Credit Card,2023-10-18,13:37,Wednesday,October,8,18.71,3,46
INV-196393,C,Delhi,Normal,Female,Groceries,706.59,3,105.99,2225.76,2119.77,0.05,111.29,UPI,2023-01-03,12:20,Tuesday,January,3,17.43,12,43
INV-596915,A,Bangalore,Normal,Male,Sports,3795.81,2,379.58,7971.2,7591.62,0.05,398.56,UPI,2023-03-15,20:42,Wednesday,March,3,26.05,10,60
INV-210130,B,Mumbai,Normal,Male,Groceries,1888.86,5,472.21,9916.51,9444.3,0.05,495.83,Cash,2023-07-10,18:04,Monday,July,5,29.43,3,63
INV-849450,C,Bangalore,Member,Female,Home Appliances,2332.78,6,699.83,14696.51,13996.68,0.05,734.83,Cash,2023-01-14,18:31,Saturday,January,2,10.87,5,32
INV-591006,A,Mumbai,Normal,Female,Electronics,594.81,5,148.7,3122.75,2974.0499999999997,0.05,156.14,Credit Card,2023-05-13,14:40,Saturday,May,9,19.46,9,36
